ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
353-57-3803|213195972466578|Robert|Richard|M|1722 Eric Overpass|Anaheim|CA|92805|33.8359|-117.9086|354475|Chiropractor|1972-01-03|458674514560|adults_50up_male_urban.json
506-39-3846|4054522801565|Ashley|Perez|F|4550 Kemp Walk|Redding|CA|96001|40.5605|-122.4116|111719|Scientist, biomedical|1940-07-28|737034811189|adults_50up_female_urban.json
052-57-7490|5499180812135249|Michelle|Gill|F|125 Fuentes Crossing Apt. 760|Aledo|TX|76008|32.7004|-97.6039|13602|Financial trader|1961-09-18|892643726392|adults_50up_female_urban.json
294-65-2806|2255653286326669|Stephanie|Crane|F|72081 Matthew Locks Apt. 606|Mount Pleasant|SC|29464|32.8473|-79.8206|72374|Animator|1960-05-05|165963831708|adults_50up_female_urban.json
060-81-8517|4684550489267389977|Michael|Barron|M|41085 Hardy Streets Apt. 884|Saint Matthews|SC|29135|33.6967|-80.8678|8919|Engineer, production|1967-07-08|558744405500|adults_50up_male_urban.json
534-44-2622|501889434681|Brian|Brown|M|8510 Shane Ports Apt. 753|Harrisonville|PA|17228|39.9761|-78.0841|1183|Television camera operator|1957-05-18|784113269443|adults_50up_male_rural.json
643-86-8738|3554492683158938|Rodney|Ward|M|66110 Beasley Mountains|Great Lakes|IL|60088|42.3032|-87.8642|15761|Engineer, site|1979-04-22|83520638811|adults_2550_male_urban.json
539-52-9638|180049767762288|Cameron|Dawson|M|881 Stanley Bypass|Spokane|WA|99212|47.6686|-117.3049|342856|Designer, graphic|1969-08-15|618235071225|adults_50up_male_urban.json
122-78-6695|5459408215454471|Alfred|Thomas|M|44327 David Keys Apt. 067|Cincinnati|OH|45247|39.2208|-84.6418|795220|Teacher, primary school|1986-08-16|619805450053|adults_2550_male_urban.json
346-49-7787|3528777251996633|Steven|Morgan|M|741 Jasmine Ports|Bristow|VA|20136|38.7343|-77.5474|28498|Insurance broker|1959-10-15|711079270988|adults_50up_male_urban.json
573-11-3153|3598378018204331|Sandra|Combs|F|89569 Travis Brooks Suite 626|Edison|NJ|08837|40.5325|-74.3375|100058|Aeronautical engineer|1987-03-24|583512746771|adults_2550_female_urban.json
264-12-1879|2702422412462098|Tonya|White|F|6152 Orozco Green|Kingsport|TN|37663|36.4715|-82.4834|87124|Mining engineer|1984-04-08|910282144077|adults_2550_female_urban.json
054-26-3926|3578861405786170|Alyssa|Schultz|F|8913 Kevin Lodge|New Meadows|ID|83654|44.994|-116.2874|1672|Product designer|1955-06-10|928073319573|adults_50up_female_rural.json
209-19-6117|213138687007949|Matthew|Jackson|M|4946 Kirby Forest|Denver|CO|80211|39.7665|-105.0204|990452|Textile designer|1968-07-26|561956459600|adults_50up_male_urban.json
166-95-8751|3541612846398552|Madison|Petty|F|3553 Haley Isle Apt. 209|Austin|TX|78723|30.3085|-97.6849|940359|Publishing copy|1935-05-01|987860857295|adults_50up_female_urban.json
178-53-9107|3568118071569568|Cassandra|Tate|F|75370 Julia Trace|Narberth|PA|19072|40.0177|-75.2594|9539|Health visitor|1982-04-01|393888005209|adults_2550_female_urban.json
836-79-4968|3537504793036143|Laura|Snyder|F|999 Cameron Crossroad|Exeter|NH|03833|42.9513|-70.9223|20955|Bookseller|1983-12-27|284015153138|adults_2550_female_urban.json
877-30-8571|3530894870605663|Donald|Frazier|M|5803 Joshua Manor Suite 506|Fisher|LA|71426|31.4937|-93.4602|229|Engineer, broadcasting (operations)|1930-04-29|87336896474|adults_50up_male_rural.json
828-04-3697|3513325411076099|Rebecca|Mcconnell|F|17350 Stone Freeway Apt. 997|Bayonne|NJ|07002|40.6664|-74.1192|63031|Chief of Staff|1975-12-07|492312124212|adults_50up_female_urban.json
088-08-0547|6512070496110801|Elizabeth|James|F|639 Shawn Mountain|Nashua|NH|03064|42.779|-71.4748|86494|Phytotherapist|1961-02-01|682384138413|adults_50up_female_urban.json
348-84-0426|30593110919394|Beth|Hicks|F|7972 Devin Cape Apt. 249|Massapequa|NY|11758|40.6682|-73.4588|53804|Press photographer|1979-02-19|831727739696|adults_2550_female_urban.json
598-70-2386|4495450892038804|Jennifer|Gonzalez|F|315 Elizabeth Square|Madison|WI|53717|43.0736|-89.508|272940|Psychologist, sport and exercise|2010-04-27|762785170856|young_adults_female_urban.json
593-73-5500|3565217073033798|Daniel|Castillo|M|636 Margaret Avenue Suite 015|Albuquerque|NM|87106|35.079|-106.6169|641349|Air traffic controller|1988-08-17|126936433890|adults_2550_male_urban.json
451-25-9596|340334234258327|Christina|Thompson|F|02615 Kevin Garden Suite 528|Auburn|CA|95603|38.9115|-121.08|45428|Youth worker|1949-09-17|480528087023|adults_50up_female_urban.json
067-16-2367|4386559630993849|Rachel|Murphy|F|428 Clark Common|Huntington|WV|25701|38.4097|-82.4423|74975|Psychotherapist, dance movement|1953-11-21|729246780211|adults_50up_female_urban.json
172-66-6359|4787255877749698|Matthew|Clark|M|3634 Oneal Ports|Reno|NV|89523|39.5249|-119.9031|276896|Designer, graphic|1954-01-09|927435905849|adults_50up_male_urban.json
564-11-2201|2267853907895672|John|Ortiz|M|4602 Hall Rue Apt. 514|Denver|CO|80219|39.6956|-105.0341|990452|Retail banker|1974-09-30|599202874667|adults_50up_male_urban.json
805-36-3732|5415083535444396|Zachary|Murillo|M|44566 Thomas Passage Apt. 633|Greensboro|NC|27405|36.1214|-79.7733|305168|Engineer, manufacturing systems|1995-10-09|255440767243|adults_2550_male_urban.json
805-71-7680|3551536637780529|Kenneth|Anderson|M|5536 Jennings Lodge|San Francisco|CA|94115|37.7856|-122.4358|805301|Soil scientist|2001-06-10|357769217573|young_adults_male_urban.json
582-05-2280|4999966361863712|Gary|Hayden|M|21820 Johnson Flat Apt. 643|Lanesboro|MA|01237|42.5497|-73.2626|2496|Exhibitions officer, museum/gallery|1965-04-18|722804794435|adults_50up_male_rural.json
466-08-6040|213125662128675|Patrick|Price|M|34672 Matthews Parkway|Marysville|WA|98270|48.0656|-122.1562|73083|Proofreader|1986-08-31|220226342085|adults_2550_male_urban.json
147-58-1049|6011859777901474|Gregory|Kirby|M|9263 Rachel Street Suite 762|Prospect|KY|40059|38.356|-85.6083|16708|Teacher, adult education|1934-03-11|429907045757|adults_50up_male_urban.json
045-31-2588|4137681511856724388|Andrew|Johnson|M|5636 Alex Crescent Apt. 577|Homer|LA|71040|32.7749|-93.0288|10268|Psychologist, clinical|1973-03-16|90487389653|adults_50up_male_urban.json
249-92-7172|4422091241862102|Megan|Hernandez|F|30837 Mary Valleys Apt. 647|Cleveland|TN|37323|35.1361|-84.8457|88774|Associate Professor|1967-04-16|6864239738|adults_50up_female_urban.json
387-99-3306|4331060053134|Tyler|Davis|M|206 Lisa Islands|Underwood|MN|56586|46.3265|-95.8416|1839|Surveyor, planning and development|1962-04-08|208850457458|adults_50up_male_rural.json
555-51-7011|2243155206506375|Connie|Barrett|F|950 Nicole Loop Suite 971|Beloit|WI|53511|42.562|-89.086|48929|Software engineer|2006-04-11|935968824759|young_adults_female_urban.json
258-13-9829|372525715099764|Kayla|Harmon|F|09143 Todd River|Rawlins|WY|82301|41.7951|-107.2349|9584|Cartographer|1979-10-31|150581222763|adults_2550_female_urban.json
304-26-2485|6011039752450868|Maria|Roberts|F|55338 Rebecca Shores|Colton|CA|92324|34.0315|-117.2874|56505|Fish farm manager|1983-10-04|755061486086|adults_2550_female_urban.json
228-78-6251|180027017130233|Calvin|Thompson|M|81674 Jennifer Gardens|Henagar|AL|35978|34.6186|-85.7274|5390|Photographer|1971-02-22|666477715598|adults_50up_male_urban.json
293-74-7345|4471566277689628|Robert|Leon|M|6149 Angela Extensions|Oklahoma City|OK|73127|35.4834|-97.6299|640470|Furniture designer|1991-06-27|508440162259|adults_2550_male_urban.json
291-49-9211|3515273230085768|Timothy|Bentley|M|7491 Dyer Crossing Suite 923|Randolph|MA|02368|42.1736|-71.0514|32158|Press photographer|1940-12-20|283283574037|adults_50up_male_urban.json
770-93-5712|180050663370507|Melissa|Brewer|F|724 Carrie Shore Apt. 011|New Bedford|MA|02740|41.6347|-70.9372|94905|Music tutor|1957-02-05|774802079697|adults_50up_female_urban.json
083-67-3094|6011644886946119|Mark|Frank|M|43640 Lisa Alley Apt. 168|Saint Louis|MO|63129|38.4566|-90.3282|927396|Pension scheme manager|2000-04-10|316343759740|adults_2550_male_urban.json
175-23-6139|4372817932302341|Victoria|Savage|F|912 Kelly Lane Apt. 415|Inkster|MI|48141|42.294|-83.3146|25366|Air traffic controller|1960-02-06|260213369900|adults_50up_female_urban.json
689-98-1652|501840901380|Rebecca|Bennett|F|7596 Wood Junctions Suite 356|San Diego|CA|92103|32.7466|-117.1636|1241364|Multimedia specialist|2001-06-14|62752947085|young_adults_female_urban.json
895-43-1642|675962091848|Trevor|Walton|M|7978 Keller Alley|Bremen|KS|66412|39.8775|-96.7458|287|IT technical support officer|1983-05-31|695856128556|adults_2550_male_rural.json
047-95-5334|4397691567164933|Michael|Kane|M|71487 Peggy Crescent|Claremore|OK|74017|36.3242|-95.5985|45705|Race relations officer|1985-05-21|595551513037|adults_2550_male_urban.json
217-22-1466|2302564347128718|Rebecca|Cook|F|915 Kent Summit|Jim Thorpe|PA|18229|40.87|-75.7397|8498|Museum/gallery curator|2005-04-11|707183200038|young_adults_female_urban.json
877-56-3824|4141115931956|Bethany|Edwards|F|040 Melanie Manors Suite 528|West Palm Beach|FL|33406|26.6396|-80.0827|459921|Town planner|1942-06-16|243055532117|adults_50up_female_urban.json
010-69-7547|344377294209546|Jonathan|Barker|M|973 Carter Lane Apt. 523|Allentown|PA|18102|40.6068|-75.4781|166081|Equality and diversity officer|1967-10-11|810462078563|adults_50up_male_urban.json
887-23-7988|3542086567566185|Monica|Campbell|F|861 Marcus Turnpike|Elon College|NC|27244|36.1466|-79.5023|14173|Telecommunications researcher|1967-05-15|888482083729|adults_50up_female_urban.json
727-39-7497|4927742333059128|Jamie|Mcgrath|F|15720 Tina Run|Islip Terrace|NY|11752|40.7548|-73.1827|9531|Lexicographer|1982-05-30|479289970775|adults_2550_female_urban.json
643-93-6620|4136749261762|Denise|Delgado|F|11117 Andrew Ports Suite 419|Carroll|IA|51401|42.072|-94.8667|12373|Education officer, community|1969-04-08|529930072535|adults_50up_female_urban.json
720-56-4889|3515182606888715|Joseph|Richards|M|12920 Mcbride Crossing|Colorado Springs|CO|80916|38.8076|-104.7403|525713|Archaeologist|1999-01-21|631913452983|adults_2550_male_urban.json
166-12-9216|4118458260340848723|Laura|Neal|F|883 Elaine Cape Apt. 032|Yazoo City|MS|39194|32.8594|-90.4031|20925|Hydrographic surveyor|1943-05-16|918504891866|adults_50up_female_urban.json
138-78-9046|4429618446261|Jesus|Duffy|M|283 Crystal Grove Apt. 598|Pigeon|MI|48755|43.8179|-83.2755|3110|Trade union research officer|1956-08-10|460266060308|adults_50up_male_urban.json
324-56-6209|676231418184|Jason|Murphy|M|5423 Smith Lane|Lubbock|TX|79407|33.5684|-101.9423|254282|Environmental education officer|1968-05-29|859444442469|adults_50up_male_urban.json
180-68-5023|3518594849102562|Catherine|Shaffer|F|9240 Diane Divide Suite 940|East Rockaway|NY|11518|40.6404|-73.6674|10549|Metallurgist|1970-02-13|857737191645|adults_50up_female_urban.json
624-54-7501|4578446834146515|Madison|Jones|F|29014 Stokes Branch|Salt Rock|WV|25559|38.3265|-82.247|2152|Photographer|1984-06-28|561253583335|adults_2550_female_rural.json
140-62-8157|213160930685388|Michael|Williams|M|83215 Willie Center Suite 762|Newport News|VA|23605|37.0156|-76.4332|179275|Midwife|1988-04-18|124424036074|adults_2550_male_urban.json
696-32-8833|2264744309634806|Timothy|Stafford|M|50975 Gomez Avenue Suite 265|Kennewick|WA|99336|46.2109|-119.168|90153|Acupuncturist|1980-10-21|472881645004|adults_2550_male_urban.json
087-68-8427|4170243765456282|Robin|Rodriguez|F|722 Burgess Avenue Suite 313|Conroe|TX|77301|30.3125|-95.4527|130233|Higher education careers adviser|1978-10-27|146201787599|adults_2550_female_urban.json
762-43-0518|4741678725686215|Tyler|Sparks|M|58030 Jordan Ranch|Birmingham|AL|35206|33.5678|-86.7199|493806|Actuary|1996-04-13|525851436867|adults_2550_male_urban.json
498-11-7028|4823414363714|Michael|Shaw|M|92312 Johnson Fields|Miami|FL|33172|25.7735|-80.3572|1737737|Dancer|1988-07-18|19010826556|adults_2550_male_urban.json
094-07-6232|6533567086041457|Douglas|Bell|M|50200 Donna Islands Apt. 474|Stockton|CA|95207|38.0024|-121.3238|357430|Training and development officer|1989-01-24|472879170760|adults_2550_male_urban.json
504-47-5477|4108255598953439611|Stacy|Anderson|F|93371 Shelly River|Lubbock|TX|79413|33.5466|-101.8871|254282|Lobbyist|1991-10-25|795863781117|adults_2550_female_urban.json
780-26-8742|3502368485571614|Karen|Mills|F|94240 Laura Square|Peoria|AZ|85383|33.7169|-112.238|158093|Energy manager|2001-05-10|896534545111|young_adults_female_urban.json
702-69-8413|2228868669432025|Laura|Vargas|F|788 Turner Forges|Saint Louis|MO|63129|38.4566|-90.3282|927396|Housing manager/officer|1975-05-11|295099706923|adults_50up_female_urban.json
176-29-0748|213140242403381|Audrey|Wong|F|1842 Villanueva Hill Suite 005|Omaha|NE|68136|41.1683|-96.2096|518429|English as a foreign language teacher|1977-05-22|194474786891|adults_2550_female_urban.json
017-69-9557|2294983735439620|Jill|Blair|F|2717 Stephen Via Apt. 397|Mission|TX|78572|26.2644|-98.3909|167182|Education administrator|1968-09-02|312018912686|adults_50up_female_urban.json
167-23-6459|4121637618209162|James|Rodriguez|M|023 Joseph Road|Indianapolis|IN|46226|39.8326|-86.0836|910148|Tourism officer|1966-07-19|867641362532|adults_50up_male_urban.json
811-14-8887|3513279724572304|Kimberly|Adams|F|01841 Thomas Fork|Bellingham|WA|98226|48.7974|-122.4448|117728|Aeronautical engineer|1995-03-07|469124997593|adults_2550_female_urban.json
362-84-4700|4172131451950|Bryan|Mclean|M|92268 Greene Springs|Kingman|AZ|86401|35.1328|-113.7033|50760|Physicist, medical|1975-01-15|979897733631|adults_50up_male_urban.json
309-80-4703|344754102252670|Mikayla|Floyd|F|19642 Marcus Crossroad Apt. 655|Irvington|NJ|07111|40.7261|-74.2313|53942|Research officer, trade union|1936-05-21|530101322298|adults_50up_female_urban.json
424-78-5464|4668788788361967|Joseph|Frank|M|135 James Vista|Garland|TX|75042|32.9185|-96.6775|226892|Adult guidance worker|2001-01-25|611441845487|young_adults_male_urban.json
137-15-0977|372472863330214|Tonya|Padilla|F|065 Jacqueline Shore Apt. 792|Maumelle|AR|72113|34.8491|-92.4059|21273|Air traffic controller|1991-05-07|400062831980|adults_2550_female_urban.json
251-10-0205|3522728476570410|Christopher|Ibarra|M|282 Randy Manors|Rochester|MN|55904|44.0105|-92.3973|117815|Programme researcher, broadcasting/film/video|1972-09-06|784064129428|adults_50up_male_urban.json
586-65-5015|3562418623690367|Catherine|Reese|F|775 Wilcox Expressway|Boston|MA|02128|42.3642|-71.0257|386505|Audiological scientist|1964-08-13|411472208977|adults_50up_female_urban.json
200-35-1777|5359503428113905|Peter|Parker|M|034 Tiffany Port|Wylie|TX|75098|33.0041|-96.5394|48197|Armed forces operational officer|1961-11-06|531674970957|adults_50up_male_urban.json
323-12-5057|584683565215|Erin|Mosley|F|209 Woods Ways|Garland|TX|75040|32.9227|-96.6248|226892|Applications developer|1961-03-10|177339712408|adults_50up_female_urban.json
475-11-1529|3532288985725458|Loretta|Bentley|F|633 Susan Port|Ransom|IL|60470|41.153|-88.6502|616|Research scientist (medical)|1943-12-13|885181618728|adults_50up_female_rural.json
785-40-8965|2517524214955115|Christopher|Ingram|M|4721 Williams Walks Suite 669|Mountain View|CA|94040|37.3855|-122.088|74646|Conservation officer, nature|1975-05-22|401325298984|adults_50up_male_urban.json
640-41-6123|2387409038021467|Brooke|Ross|F|67157 Day Viaduct|Malvern|PA|19355|40.0468|-75.531|24760|Psychologist, occupational|1964-05-09|90662975985|adults_50up_female_urban.json
111-51-7097|4515597371478|Andrew|Moore|M|35909 Brown Valley Suite 673|Los Angeles|CA|90004|34.0762|-118.3029|2383912|Audiological scientist|1945-09-11|954391094721|adults_50up_male_urban.json
777-88-6930|4212146147683420161|Glenn|Mullins|M|56778 Tammy Mews|Corpus Christi|TX|78415|27.7262|-97.4078|306433|Marine scientist|1998-08-06|764128789156|adults_2550_male_urban.json
843-02-9190|3519925502727510|Rebecca|Craig|F|072 Fowler Prairie Apt. 033|Port Reading|NJ|07064|40.5709|-74.2466|3723|Petroleum engineer|1972-11-11|599991667309|adults_50up_female_urban.json
616-49-3542|343905504481777|Jennifer|Bell|F|512 Patterson Fall Apt. 866|Brandon|MS|39042|32.3038|-89.964|68737|Higher education careers adviser|1964-03-06|725184146528|adults_50up_female_urban.json
448-82-4641|3511109617981787|Lauren|Johnson|F|3378 Wilson Walks Suite 157|Wyoming|MI|49519|42.8977|-85.7186|27424|Passenger transport manager|1947-12-10|905842934836|adults_50up_female_urban.json
804-95-6485|583844446307|Steven|Perry|M|25895 Jackson Ports|Louisville|KY|40207|38.2628|-85.6663|736284|Planning and development surveyor|1971-10-20|610924012749|adults_50up_male_urban.json
198-79-6445|639096262659|Joseph|Kim|M|281 Cameron Road|Boonsboro|MD|21713|39.552|-77.6957|9502|Gaffer|1988-05-14|609186727542|adults_2550_male_urban.json
331-27-1528|5160920981960275|Madison|Strickland|F|34383 Townsend Shoals|Helendale|CA|92342|34.7499|-117.3367|6379|Arts development officer|1998-02-22|91375278168|adults_2550_female_urban.json
643-03-9493|5479112442117531|Jeanette|Henry|F|1713 Brooks Island|Naperville|IL|60540|41.7662|-88.141|160668|Production designer, theatre/television/film|1964-05-12|179566350884|adults_50up_female_urban.json
011-23-9295|4155799802841397|Allen|Johnson|M|51305 Jeffrey Stream|Spruce Pine|NC|28777|35.906|-82.0705|10638|Computer games developer|1969-09-07|301797003309|adults_50up_male_urban.json
095-45-9036|4776863423461990|Emily|Bauer|F|7694 Dean Rest Suite 639|Palm Coast|FL|32164|29.4861|-81.2045|79437|Manufacturing engineer|1962-07-19|985153658839|adults_50up_female_urban.json
066-58-2741|676149649854|Jennifer|Wilson|F|2531 Diane Landing Apt. 510|Carson|CA|90746|33.8584|-118.2554|83241|Investment banker, operational|1938-06-26|11546128003|adults_50up_female_urban.json
219-60-9298|348164938318495|Theresa|Aguirre|F|665 Gonzalez Causeway|Hanover|PA|17331|39.7943|-76.9812|50292|Research officer, political party|1982-09-05|49386329864|adults_2550_female_urban.json
432-16-2034|30295963904099|Victoria|Buck|F|60880 Newman Cliff Suite 164|Cambridge|MN|55008|45.5576|-93.2889|14685|Haematologist|1957-10-21|825996040059|adults_50up_female_urban.json
082-72-5132|30064771591039|Anthony|Smith|M|6321 Jennifer Valleys|Skokie|IL|60076|42.0362|-87.7328|60240|Merchandiser, retail|1948-01-04|995642772692|adults_50up_male_urban.json
006-89-0861|4104145964229712525|Nicole|Barron|F|718 Becky Shore Suite 457|Mandeville|LA|70448|30.3666|-90.0487|46234|Equities trader|1973-01-03|288157084137|adults_50up_female_urban.json
729-11-5784|213131170303768|Chelsea|Garcia|F|885 Erickson Shoal|Olympia Fields|IL|60461|41.5167|-87.6908|4836|Designer, exhibition/display|1963-12-19|557692084425|adults_50up_female_urban.json
134-29-5958|6598363146249120|Joel|Rodriguez|M|07240 Stanley Mission|Houston|TX|77049|29.8235|-95.1848|2906700|Management consultant|1996-10-02|129989670839|adults_2550_male_urban.json
087-46-7070|4686850745102|Matthew|Dennis|M|43629 Moreno Park Suite 103|Poughkeepsie|NY|12603|41.6907|-73.8621|86794|Clinical psychologist|1978-02-26|125497139516|adults_2550_male_urban.json
037-74-4362|4814396661340|Jon|Jackson|M|4940 Jackson Squares|Russellville|AR|72802|35.3067|-93.0712|39658|Writer|1950-05-20|813796480365|adults_50up_male_urban.json
705-31-2790|342257207650246|Stanley|Jackson|M|579 Tracy Gateway|Raynham|MA|02767|41.9324|-71.0469|13566|Public house manager|1982-12-15|47714449557|adults_2550_male_urban.json
581-88-4763|4211457758471|Dawn|Ellis|F|5897 Joseph Path Apt. 263|Buna|TX|77612|30.4132|-93.9913|8901|Curator|1990-05-04|546994984893|adults_2550_female_urban.json
592-95-7057|341361487824553|Jeanne|Butler|F|3098 Flowers Crossing Suite 795|Mcdonough|GA|30253|33.451|-84.1544|90808|Homeopath|1974-10-21|545496644624|adults_50up_female_urban.json
151-60-2462|180098247414077|Amanda|Campbell|F|74065 Brendan Dam|Bullhead City|AZ|86442|35.106|-114.5947|40544|Maintenance engineer|1972-02-29|313011727974|adults_50up_female_urban.json
515-86-9188|4423691430753662|Jennifer|Strong|F|9429 Shelton Islands Apt. 342|Chino Hills|CA|91709|33.9797|-117.7308|74796|Pension scheme manager|1939-06-17|221423962760|adults_50up_female_urban.json
088-39-9285|4826612875857563|John|Ali|M|80612 Buchanan Prairie Suite 298|Saratoga|TX|77585|30.3398|-94.5717|1014|Systems developer|1964-11-05|325892691992|adults_50up_male_rural.json
866-51-2064|6011787010415913|Rodney|Cunningham|M|19803 Anna Park Apt. 324|Battle Creek|MI|49015|42.3028|-85.2128|92270|Insurance risk surveyor|1964-05-24|8317338227|adults_50up_male_urban.json
639-89-3289|5302918133170875|Jeanette|Howe|F|7238 Underwood Springs Suite 916|Scottsdale|AZ|85260|33.6013|-111.8867|268597|Dancer|1982-12-28|24207282522|adults_2550_female_urban.json
839-96-3944|4774419754661765|Robin|Hernandez|F|1960 Johnson Run Suite 052|San Marcos|TX|78666|29.8754|-97.9404|63836|Psychotherapist|1949-10-24|798358932789|adults_50up_female_urban.json
010-21-5862|213158681225958|Julia|Trevino|F|4617 Estes Rest|Omaha|NE|68104|41.2919|-95.9999|518429|Education administrator|1963-12-11|779863149046|adults_50up_female_urban.json
795-85-8609|4599599610023117757|Peter|Zavala|M|26610 Wilson Vista|Norwood|MA|02062|42.1868|-71.2033|28602|Buyer, industrial|1963-03-01|839414972970|adults_50up_male_urban.json
647-04-2852|347629833477431|Curtis|Martin|M|90130 Patricia Lake|Houston|TX|77035|29.6518|-95.4854|2906700|Orthoptist|1973-10-02|599441262694|adults_50up_male_urban.json
349-24-8654|30339785598216|Jessica|Garrett|F|128 Garcia Parks|Kemp|TX|75143|32.2486|-96.2161|14619|Exercise physiologist|1983-07-12|657351096946|adults_2550_female_urban.json
024-29-4750|4512418938984690815|Lauren|Giles|F|005 Green Isle Apt. 238|Bronx|NY|10457|40.8486|-73.8999|1382480|Landscape architect|1998-01-31|832897986343|adults_2550_female_urban.json
064-31-8087|2719051699187242|Nathaniel|Garcia|M|356 Turner Vista Apt. 000|Longwood|FL|32750|28.712|-81.3552|50269|Engineer, building services|1968-04-14|668014241670|adults_50up_male_urban.json
699-88-0297|180006626682172|Bruce|Gilbert|M|3560 Jesse Radial Apt. 368|York|SC|29745|34.9947|-81.2245|28919|Tax inspector|1935-06-02|16328465353|adults_50up_male_urban.json
256-08-1256|503872405595|Matthew|Sanchez|M|96711 John Plains Apt. 753|Anaheim|CA|92805|33.8359|-117.9086|354475|Producer, radio|1963-10-03|333775368412|adults_50up_male_urban.json
799-71-4796|4845881056974136|Thomas|Skinner|M|8315 Barry Freeway|Sanford|ME|04073|43.4285|-70.7585|16189|Printmaker|1991-07-13|840309956687|adults_2550_male_urban.json
117-03-8175|574964104966|Jon|Roy|M|0336 Donna Place Apt. 408|Bluefield|WV|24701|37.3327|-81.1601|20786|Magazine features editor|1995-10-28|29795149755|adults_2550_male_urban.json
773-44-4302|3505966018648762|Kenneth|Carroll|M|67320 Marsh Harbor Apt. 384|Seattle|WA|98198|47.3929|-122.3129|837792|Leisure centre manager|1975-09-18|436244478143|adults_50up_male_urban.json
281-47-4404|4901495427707074|Andrew|Howard|M|0914 Ashley Mill|Blair|NE|68008|41.5454|-96.1617|12285|Education administrator|1956-01-02|842921721460|adults_50up_male_urban.json
266-64-2085|4290310287951|Andrew|Love|M|440 Fernandez Cape|Jacksonville|FL|32226|30.4735|-81.5448|847415|Tourism officer|1967-07-01|383260104700|adults_50up_male_urban.json
520-57-1855|213133595616428|Alexander|Lawson|M|6574 Ethan Cape Suite 290|Caldwell|OH|43724|39.7467|-81.5153|9201|Claims inspector/assessor|1952-11-04|234544032902|adults_50up_male_urban.json
524-92-8327|3536902611398987|Nicholas|Ryan|M|097 Stewart Fields|Alexandria Bay|NY|13607|44.0746|-75.8407|1822|Teaching laboratory technician|2001-01-20|361825349415|adults_2550_male_rural.json
787-47-3783|30513765158817|Suzanne|Valdez|F|6392 Kimberly Lodge|Cantonment|FL|32533|30.6143|-87.3251|26493|Television/film/video producer|1964-05-02|153183885482|adults_50up_female_urban.json
815-37-5597|341668297327027|Barbara|Baker|F|120 Johnson Expressway Apt. 288|Brooklyn|NY|11226|40.6467|-73.957|2504700|Network engineer|1994-10-12|467740236780|adults_2550_female_urban.json
412-90-9125|4155999101577|Susan|Mccoy|F|7229 Edwin Avenue Suite 765|Windham|ME|04062|43.7958|-70.4143|17020|Print production planner|1999-03-26|559104764810|adults_2550_female_urban.json
287-99-1588|4750988986457|James|Todd|M|36849 Garcia Haven|Tustin|CA|92782|33.7346|-117.7869|80773|Diagnostic radiographer|1992-10-29|314041785631|adults_2550_male_urban.json
450-29-2775|4913421388209088301|Katherine|Carson|F|49678 Mariah Hill Apt. 176|Talihina|OK|74571|34.7381|-94.9978|3765|Research officer, political party|1995-02-19|95619099729|adults_2550_female_urban.json
286-94-1909|343152854781502|Jessica|Randolph|F|80032 Wiggins Forges Apt. 472|Spotswood|NJ|08884|40.3847|-74.3894|8257|Radio producer|1960-07-12|205359003028|adults_50up_female_urban.json
290-17-3254|4830617893206499|James|Silva|M|8243 Contreras Overpass Suite 958|Flushing|NY|11367|40.728|-73.8195|219342|Quarry manager|1966-02-11|104348022410|adults_50up_male_urban.json
774-98-4707|6553612751562778|Kyle|Mcdaniel|M|4836 Anna Islands|Cedartown|GA|30125|34.0112|-85.2459|24352|Games developer|2005-09-14|350791406855|young_adults_male_urban.json
829-57-6967|6504735047639280|Christine|Garrett|F|98006 Kimberly Isle Suite 810|Los Angeles|CA|90037|34.003|-118.2863|2383912|Scientist, physiological|1965-09-18|396040924630|adults_50up_female_urban.json
161-69-6481|3542556383000817|Jonathan|Moody|M|44033 Joseph Crossing|Providence|RI|02904|41.8541|-71.4378|203571|Multimedia programmer|1973-12-14|440901053017|adults_50up_male_urban.json
759-35-1392|5386008921963944|Rachel|Coleman|F|4731 Costa Ports|Great Bend|KS|67530|38.3936|-98.7751|19699|Public affairs consultant|1968-06-02|319444981796|adults_50up_female_urban.json
228-53-9192|4488360765817390631|Jeremy|Woods|M|452 Cody Extension|Highlands|NC|28741|35.0705|-83.216|3197|Engineer, maintenance (IT)|1946-03-12|650643785906|adults_50up_male_urban.json
145-52-7759|213107464520598|Kyle|Savage|M|387 Edwards Run Apt. 577|Scottsdale|AZ|85262|33.7752|-111.7791|268597|Scientist, audiological|1975-07-07|942980716796|adults_50up_male_urban.json
751-11-1722|6011620281237106|Stephen|Simpson|M|86604 Ryan Hill Suite 859|Tomball|TX|77377|30.0615|-95.6821|68059|Meteorologist|1995-04-11|715386118277|adults_2550_male_urban.json
298-67-3350|3589477352287059|Jason|Hernandez|M|43318 Rivera Circle|Salt Lake City|UT|84118|40.6504|-112.0054|594043|Psychotherapist|1990-04-28|174351854333|adults_2550_male_urban.json
652-72-3704|343446945964881|Martin|Harris|M|34249 David Pike|Waverly|TN|37185|36.0997|-87.7991|8638|Theatre manager|1980-09-27|844583114318|adults_2550_male_urban.json
